id,date,country_name,state/province,population,landslide_type,trigger,fatalities,month
1834,2010-05-03,Ecuador,Esmeraldas,165216,Mudslide,Downpour,3.0,5.0
1836,2010-05-04,Colombia,Valle del Cauca,2392877,Landslide,Downpour,0.0,5.0
1838,2010-05-05,Mexico,Baja California,1376457,Mudslide,Rain,0.0,5.0
1850,2010-05-09,United States,Tennessee,2912,Mudslide,Downpour,0.0,5.0
1855,2010-05-10,United States,Ohio,11129,Landslide,Downpour,0.0,5.0
1859,2010-05-14,United States,Missouri,4208,Mudslide,Downpour,0.0,5.0
1869,2010-05-16,United States,Kentucky,1883,Landslide,Downpour,0.0,5.0
1872,2010-05-17,United States,West Virginia,51400,Mudslide,Downpour,0.0,5.0
1886,2010-05-22,Costa Rica,Alajuela,14448,Landslide,Downpour,0.0,5.0
1891,2010-05-23,United States,North Carolina,872,Mudslide,Downpour,0.0,5.0
1892,2010-05-23,Colombia,Meta,16678,Landslide,Downpour,0.0,5.0
1900,2010-05-24,United States,Utah,10062,Landslide,Rain,0.0,5.0
1904,2010-05-26,Guatemala,Quetzaltenango,11913,Mudslide,Tropical cyclone,4.0,5.0
1909,2010-05-27,Colombia,Cundinamarca,313945,Landslide,Downpour,0.0,5.0
1914,2010-05-29,Guatemala,Escuintla,31329,Mudslide,Tropical cyclone,0.0,5.0
1915,2010-05-29,Guatemala,Guatemala,71836,Mudslide,Tropical cyclone,0.0,5.0
1916,2010-05-29,Guatemala,Guatemala,97172,Landslide,Tropical cyclone,11.0,5.0
1917,2010-05-29,Guatemala,Sacatepéquez,15529,Mudslide,Tropical cyclone,0.0,5.0
1919,2010-05-30,Guatemala,Guatemala,994938,Landslide,Tropical cyclone,17.0,5.0
1920,2010-05-30,Guatemala,Sololá,1422,Mudslide,Tropical cyclone,14.0,5.0
1921,2010-05-30,Guatemala,Chimaltenango,2396,Landslide,Tropical cyclone,11.0,5.0
1922,2010-05-29,Guatemala,Sololá,9681,Mudslide,Tropical cyclone,1.0,5.0
1923,2010-05-30,Guatemala,Guatemala,47247,Mudslide,Tropical cyclone,4.0,5.0
1924,2010-05-30,Guatemala,Quiché,11046,Landslide,Tropical cyclone,3.0,5.0
1925,2010-05-30,Guatemala,Totonicapán,69734,Landslide,Tropical cyclone,3.0,5.0
1947,2010-06-05,United States,Pennsylvania,305704,Mudslide,Downpour,0.0,6.0
1948,2010-06-05,United States,Pennsylvania,4432,Landslide,Downpour,0.0,6.0
1955,2010-06-07,United States,North Carolina,7609,Mudslide,Downpour,0.0,6.0
1956,2010-06-07,United States,Nevada,12361,Landslide,Downpour,0.0,6.0
1965,2010-06-13,United States,West Virginia,1654,Mudslide,Downpour,0.0,6.0
2007,2010-06-21,United States,Indiana,67140,Landslide,Downpour,0.0,6.0
2010,2010-06-23,United States,Minnesota,2868,Mudslide,Downpour,0.0,6.0
2011,2010-06-23,United States,Wisconsin,5184,Landslide,Downpour,0.0,6.0
2021,2010-06-27,Guatemala,Sololá,6186,Landslide,Tropical cyclone,2.0,6.0
2027,2010-06-28,United States,Colorado,2617,Landslide,Downpour,0.0,6.0
2028,2010-06-28,United States,New York,10545,Mudslide,Downpour,0.0,6.0
2033,2010-07-02,Mexico,Nuevo León,254472,Mudslide,Tropical cyclone,1.0,7.0
2062,2010-07-12,Honduras,Francisco Morazán ,850848,Mudslide,Downpour,1.0,7.0
2065,2010-07-13,United States,New York,1041,Complex,Downpour,0.0,7.0
2066,2010-07-13,United States,West Virginia,1860,Mudslide,Downpour,0.0,7.0
2085,2010-07-16,Canada,Ontario,33232,Mudslide,Downpour,0.0,7.0
2086,2010-07-16,United States,Georgia,9432,Landslide,Downpour,0.0,7.0
2093,2010-07-18,Honduras,Francisco Morazán ,850848,Landslide,Downpour,0.0,7.0
2101,2010-07-20,United States,Arizona,65870,Debris flow,Downpour,0.0,7.0
2107,2010-07-21,Guatemala,Guatemala,97172,Landslide,Downpour,5.0,7.0
2108,2010-07-21,United States,West Virginia,49138,Landslide,Downpour,0.0,7.0
2114,2010-07-22,Mexico,Chiapas,9570,Mudslide,Downpour,3.0,7.0
2115,2010-07-22,Mexico,Chiapas,128996,Rockfall,Downpour,0.0,7.0
2123,2010-07-23,United States,Colorado,16887,Rockfall,Downpour,0.0,7.0
2124,2010-07-23,United States,New Mexico,9051,Landslide,Downpour,0.0,7.0
2142,2010-07-26,United States,Colorado,1320,Mudslide,Downpour,0.0,7.0
2149,2010-07-27,United States,Colorado,1320,Mudslide,Downpour,0.0,7.0
2150,2010-07-27,United States,Kentucky,5955,Landslide,Downpour,0.0,7.0
2156,2010-07-29,Trinidad and Tobago,Diego Martin,8140,Landslide,Downpour,0.0,7.0
2157,2010-07-29,Trinidad and Tobago,City of Port of Spain,4342,Landslide,Downpour,0.0,7.0
2158,2010-07-29,Trinidad and Tobago,City of Port of Spain,49031,Landslide,Downpour,0.0,7.0
2174,2010-07-30,Costa Rica,Alajuela,14448,Landslide,Rain,0.0,7.0
2175,2010-07-30,Colombia,Magdalena,88311,Mudslide,Downpour,0.0,7.0
2179,2010-07-31,United States,Colorado,6427,Mudslide,Rain,0.0,7.0
2185,2010-08-01,United States,Colorado,2602,Mudslide,Downpour,0.0,8.0
2186,2010-08-01,United States,Utah,1344,Mudslide,Rain,0.0,8.0
2189,2010-08-02,Trinidad and Tobago,Diego Martin,8140,Mudslide,Downpour,0.0,8.0
2191,2010-08-02,Mexico,The Federal District,12294193,Mudslide,Construction,2.0,8.0
2193,2010-08-03,Trinidad and Tobago,Diego Martin,8140,Landslide,Downpour,0.0,8.0
2194,2010-08-03,Colombia,Norte de Santander,2080,Complex,Downpour,4.0,8.0
2199,2010-08-05,Trinidad and Tobago,City of Port of Spain,4342,Landslide,Downpour,0.0,8.0
2204,2010-08-06,Trinidad and Tobago,San Juan/Laventille,157258,Landslide,Downpour,1.0,8.0
2217,2010-08-07,Honduras,Francisco Morazán ,850848,Mudslide,Downpour,3.0,8.0
2224,2010-08-09,United States,Iowa,25023,Mudslide,Downpour,0.0,8.0
2233,2010-08-11,Jamaica,Saint Andrew,8551,Complex,Downpour,0.0,8.0
2265,2010-08-18,United States,Tennessee,1497,Complex,Downpour,0.0,8.0
2269,2010-08-19,United States,Utah,42274,Complex,Downpour,0.0,8.0
2270,2010-08-19,United States,Colorado,6427,Mudslide,Downpour,0.0,8.0
2271,2010-08-19,United States,Colorado,6427,Mudslide,Downpour,0.0,8.0
2272,2010-08-19,United States,Colorado,6427,Mudslide,Downpour,0.0,8.0
2273,2010-08-19,United States,Colorado,6427,Mudslide,Downpour,0.0,8.0
2274,2010-08-19,United States,Colorado,2826,Mudslide,Downpour,0.0,8.0
2275,2010-08-19,United States,Colorado,2826,Mudslide,Downpour,0.0,8.0
2276,2010-08-19,United States,Colorado,6427,Mudslide,Downpour,0.0,8.0
2277,2010-08-19,United States,Colorado,9614,Mudslide,Downpour,0.0,8.0
2278,2010-08-19,United States,Utah,5046,Landslide,Downpour,0.0,8.0
2289,2010-08-20,Nicaragua,Managua,16469,Mudslide,Downpour,3.0,8.0
2300,2010-08-21,Trinidad and Tobago,City of San Fernando,55419,Landslide,Downpour,0.0,8.0
2321,2010-08-24,Mexico,Oaxaca,1099,Mudslide,Tropical cyclone,2.0,8.0
2322,2010-08-24,Mexico,Oaxaca,1701,Mudslide,Tropical cyclone,2.0,8.0
2330,2010-08-25,Nicaragua,Jinotega,2367,Landslide,Downpour,0.0,8.0
2331,2010-08-25,Colombia,Santander,18739,Landslide,Downpour,0.0,8.0
2333,2010-08-25,United States,California,51367,Mudslide,Downpour,0.0,8.0
2348,2010-08-28,Guatemala,Guatemala,473080,Landslide,Downpour,0.0,8.0
2349,2010-08-28,Guatemala,Guatemala,473080,Landslide,Downpour,0.0,8.0
2350,2010-08-28,Guatemala,Guatemala,67994,Landslide,Downpour,0.0,8.0
2351,2010-08-28,Guatemala,Chiquimula,1623,Landslide,Downpour,0.0,8.0
2352,2010-08-28,Guatemala,Huehuetenango,2121,Landslide,Downpour,0.0,8.0
2353,2010-08-28,Guatemala,Sololá,2605,Landslide,Downpour,0.0,8.0
2354,2010-08-28,Guatemala,Alta Verapaz,5633,Mudslide,Downpour,2.0,8.0
2356,2010-08-28,Colombia,Santander,18739,Landslide,Downpour,0.0,8.0
2358,2010-08-29,Honduras,Francisco Morazán ,2288,Rockfall,Downpour,5.0,8.0
2377,2010-09-03,United States,Pennsylvania,1655,Landslide,Downpour,0.0,9.0
2384,2010-09-04,Guatemala,Sololá,27690,Landslide,Downpour,25.0,9.0
2385,2010-09-04,Guatemala,Quetzaltenango,19115,Landslide,Downpour,4.0,9.0
2386,2010-09-04,Guatemala,Quiché,2090,Landslide,Downpour,1.0,9.0
2387,2010-09-04,Guatemala,Sacatepéquez,17918,Landslide,Downpour,1.0,9.0
2388,2010-09-04,Guatemala,Chimaltenango,82370,Landslide,Downpour,10.0,9.0
2408,2010-09-10,Guatemala,Quiché,12088,Landslide,Downpour,5.0,9.0
2412,2010-09-11,United States,Tennessee,178874,Mudslide,Downpour,0.0,9.0
2418,2010-09-13,Jamaica,Portland,1119,Landslide,Downpour,0.0,9.0
2438,2010-09-17,Mexico,Veracruz-Llave,1324,Landslide,Tropical cyclone,2.0,9.0
2449,2010-09-19,Trinidad and Tobago,Couva-Tabaquite-Talparo,3314,Landslide,Downpour,0.0,9.0
2451,2010-09-19,United States,Virginia,11285,Mudslide,Downpour,0.0,9.0
2473,2010-09-20,Venezuela,Vargas,52564,Landslide,Downpour,7.0,9.0
2474,2010-09-20,Mexico,México,9267,Landslide,Downpour,8.0,9.0
2487,2010-09-22,United States,Arizona,1424,Complex,Downpour,0.0,9.0
2490,2010-09-23,Canada,Quebec,17016,Landslide,Downpour,0.0,9.0
2491,2010-09-23,United States,Wisconsin,6448,Mudslide,Downpour,0.0,9.0
2503,2010-09-26,El Salvador,Ahuachapán,5055,Landslide,Tropical cyclone,0.0,9.0
2507,2010-09-27,Colombia,Risaralda,6940,Landslide,Downpour,4.0,9.0
2508,2010-09-27,Colombia,Antioquia,1464,Landslide,Downpour,9.0,9.0
2511,2010-09-28,Jamaica,Portland,1119,Landslide,Downpour,0.0,9.0
2514,2010-09-28,Mexico,Oaxaca,1813,Mudslide,Tropical cyclone,11.0,9.0
2515,2010-09-28,United States,Pennsylvania,3403,Complex,Downpour,0.0,9.0
2516,2010-09-29,Costa Rica,Alajuela,3624,Mudslide,Downpour,0.0,9.0
2517,2010-09-29,Jamaica,Saint Mary,2046,Landslide,Downpour,0.0,9.0
2518,2010-09-29,Jamaica,Saint Andrew,8551,Landslide,Tropical cyclone,0.0,9.0
2519,2010-09-29,Jamaica,Saint Catherine,12873,Landslide,Tropical cyclone,0.0,9.0
2520,2010-09-29,Mexico,Chiapas,3947,Mudslide,Tropical cyclone,16.0,9.0
2521,2010-09-29,Mexico,Chiapas,1088,Complex,Tropical cyclone,3.0,9.0
2522,2010-09-29,United States,Pennsylvania,1244,Complex,Rain,0.0,9.0
2523,2010-09-30,Jamaica,Saint Andrew,8551,Mudslide,Tropical cyclone,2.0,9.0
2524,2010-09-30,Mexico,Oaxaca,1096,Mudslide,Tropical cyclone,2.0,9.0
2525,2010-09-30,United States,New York,1053,Mudslide,Tropical cyclone,0.0,9.0
2526,2010-10-01,Costa Rica,San José,2833,Landslide,Downpour,0.0,10.0
2527,2010-10-01,Costa Rica,San José,2833,Landslide,Downpour,0.0,10.0
2528,2010-10-01,Haiti,Ouest,442156,Mudslide,Downpour,3.0,10.0
2529,2010-10-01,United States,New Hampshire,1126,Mudslide,Downpour,0.0,10.0
2530,2010-10-01,United States,Maryland,10519,Landslide,Downpour,0.0,10.0
2533,2010-10-03,Honduras,Comayagua,1484,Mudslide,Rain,0.0,10.0
2543,2010-10-04,Saint Vincent and the Grenadines,Charlotte,1680,Landslide,Downpour,0.0,10.0
2547,2010-10-05,Dominica,Saint Andrew,1020,Landslide,Rain,0.0,10.0
2550,2010-10-06,Puerto Rico,Orocovis,944,Complex,Tropical cyclone,0.0,10.0
2551,2010-10-06,U.S. Virgin Islands,Saint Croix Island,50601,Landslide,Tropical cyclone,0.0,10.0
2558,2010-10-07,Colombia,Boyacá,1519,Mudslide,Downpour,2.0,10.0
2598,2010-10-15,Costa Rica,Heredia,1355,Rockfall,Downpour,2.0,10.0
2604,2010-10-17,Haiti,Ouest,134190,Complex,Downpour,8.0,10.0
2605,2010-10-17,Haiti,Ouest,442156,Mudslide,Downpour,2.0,10.0
2611,2010-10-18,Cuba,Provincia de La Habana,132351,Complex,Tropical cyclone,0.0,10.0
2642,2010-10-19,United States,California,7715,Mudslide,Downpour,0.0,10.0
2652,2010-10-25,Honduras,Colón,1441,Landslide,Tropical cyclone,0.0,10.0
2656,2010-10-30,Jamaica,Saint Mary,2046,Landslide,Unknown,0.0,10.0
2657,2010-10-30,Saint Vincent and the Grenadines,Charlotte,1680,Landslide,Tropical cyclone,0.0,10.0
2658,2010-10-30,Saint Lucia,Laborie,1131,Landslide,Tropical cyclone,0.0,10.0
2659,2010-10-31,Saint Lucia,Soufrière,2918,Landslide,Tropical cyclone,2.0,10.0
2660,2010-10-31,Saint Lucia,Soufrière,2918,Landslide,Tropical cyclone,2.0,10.0
2661,2010-10-31,Saint Lucia,Dennery,2870,Landslide,Tropical cyclone,0.0,10.0
2662,2010-10-31,Saint Lucia,Soufrière,2918,Landslide,Tropical cyclone,0.0,10.0
2663,2010-10-31,Saint Lucia,Soufrière,2918,Landslide,Tropical cyclone,0.0,10.0
2664,2010-10-31,Trinidad and Tobago,Sangre Grande,15968,Landslide,Tropical cyclone,0.0,10.0
2665,2010-10-31,Trinidad and Tobago,Eastern Tobago,0,Landslide,Tropical cyclone,0.0,10.0
2666,2010-10-31,Trinidad and Tobago,Eastern Tobago,0,Landslide,Tropical cyclone,0.0,10.0
2667,2010-10-31,Trinidad and Tobago,Tunapuna/Piarco,15067,Landslide,Tropical cyclone,0.0,10.0
2668,2010-10-31,Trinidad and Tobago,Eastern Tobago,0,Landslide,Tropical cyclone,0.0,10.0
2669,2010-10-31,Trinidad and Tobago,Tobago,17000,Landslide,Downpour,0.0,10.0
2670,2010-10-31,Trinidad and Tobago,Tobago,17000,Landslide,Downpour,0.0,10.0
2680,2010-11-04,Costa Rica,San José,12071,Complex,Tropical cyclone,23.0,11.0
2681,2010-11-04,Costa Rica,San José,4255,Mudslide,Tropical cyclone,3.0,11.0
2682,2010-11-04,Costa Rica,Alajuela,3624,Landslide,Tropical cyclone,0.0,11.0
2683,2010-11-04,Costa Rica,Guanacaste,7301,Landslide,Tropical cyclone,0.0,11.0
2684,2010-11-04,Costa Rica,Cartago,4350,Landslide,Tropical cyclone,0.0,11.0
2685,2010-11-04,Costa Rica,Puntarenas,6777,Landslide,Tropical cyclone,0.0,11.0
2686,2010-11-04,Costa Rica,San José,22433,Landslide,Tropical cyclone,0.0,11.0
2687,2010-11-04,Costa Rica,San José,34877,Landslide,Tropical cyclone,0.0,11.0
2688,2010-11-04,Costa Rica,Puntarenas,7084,Landslide,Tropical cyclone,0.0,11.0
2689,2010-11-04,Costa Rica,Puntarenas,3734,Landslide,Tropical cyclone,0.0,11.0
2690,2010-11-04,Costa Rica,Puntarenas,3850,Landslide,Tropical cyclone,0.0,11.0
2691,2010-11-04,Costa Rica,San José,34877,Landslide,Tropical cyclone,0.0,11.0
2692,2010-11-04,Costa Rica,San José,5467,Landslide,Tropical cyclone,0.0,11.0
2703,2010-11-05,Costa Rica,Alajuela,2107,Landslide,Tropical cyclone,0.0,11.0
2706,2010-11-07,Cuba,Guantanamo,48362,Landslide,Tropical cyclone,0.0,11.0
2707,2010-11-07,Peru,Huanuco,147959,Landslide,Downpour,2.0,11.0
2720,2010-11-13,Colombia,Risaralda,10895,Mudslide,Downpour,4.0,11.0
2721,2010-11-13,Colombia,Antioquia,1999979,Mudslide,Downpour,2.0,11.0
2722,2010-11-13,Colombia,Sucre,36549,Mudslide,Downpour,0.0,11.0
2728,2010-11-16,Colombia,Cundinamarca,10175,Landslide,Downpour,4.0,11.0
2734,2010-11-17,United States,Pennsylvania,2763,Landslide,Downpour,0.0,11.0
2735,2010-11-18,Jamaica,Portland,2321,Landslide,Downpour,0.0,11.0
2736,2010-11-20,Colombia,Caldas,6224,Landslide,Downpour,5.0,11.0
2737,2010-11-20,Colombia,Caldas,6224,Landslide,Downpour,1.0,11.0
2738,2010-11-20,Colombia,Caldas,1256,Landslide,Downpour,2.0,11.0
2739,2010-11-20,Colombia,Norte de Santander,2702,Landslide,Downpour,0.0,11.0
2740,2010-11-20,Colombia,Santander,3032,Landslide,Downpour,0.0,11.0
2741,2010-11-20,Colombia,Antioquia,4987,Landslide,Downpour,0.0,11.0
2742,2010-11-21,Costa Rica,Heredia,1355,Landslide,Downpour,0.0,11.0
2749,2010-11-25,Venezuela,Miranda,278890,Mudslide,Downpour,1.0,11.0
2753,2010-11-26,Venezuela,Distrito Federal,3000000,Mudslide,Downpour,3.0,11.0
2755,2010-11-27,Trinidad and Tobago,Diego Martin,8140,Landslide,Downpour,0.0,11.0
2756,2010-11-27,Trinidad and Tobago,Diego Martin,8140,Landslide,Downpour,0.0,11.0
2757,2010-11-27,Trinidad and Tobago,Diego Martin,8140,Landslide,Downpour,0.0,11.0
2758,2010-11-27,Trinidad and Tobago,Diego Martin,8140,Landslide,Downpour,0.0,11.0
2759,2010-11-27,Trinidad and Tobago,Diego Martin,8140,Landslide,Downpour,0.0,11.0
2760,2010-11-27,Trinidad and Tobago,Diego Martin,8140,Landslide,Downpour,0.0,11.0
2761,2010-11-27,Venezuela,Distrito Federal,0,Mudslide,Downpour,1.0,11.0
2762,2010-11-27,Venezuela,Distrito Federal,0,Landslide,Downpour,0.0,11.0
2763,2010-11-27,Venezuela,Distrito Federal,0,Landslide,Downpour,2.0,11.0
2764,2010-11-27,Venezuela,Distrito Federal,3000000,Landslide,Downpour,0.0,11.0
2765,2010-11-27,Venezuela,Miranda,244216,Landslide,Downpour,0.0,11.0
2766,2010-11-27,Venezuela,Miranda,57591,Landslide,Downpour,0.0,11.0
2769,2010-11-29,Venezuela,Distrito Federal,3000000,Landslide,Downpour,1.0,11.0
2770,2010-11-29,Venezuela,Distrito Federal,3000000,Landslide,Downpour,2.0,11.0
2771,2010-11-29,Venezuela,Miranda,191903,Mudslide,Downpour,0.0,11.0
2772,2010-11-29,Venezuela,Distrito Federal,3000000,Landslide,Downpour,0.0,11.0
2773,2010-11-29,Venezuela,Distrito Federal,3000000,Landslide,Downpour,0.0,11.0
2774,2010-11-30,Venezuela,Distrito Federal,3000000,Landslide,Downpour,1.0,11.0
2775,2010-11-30,United States,New York,4946,Mudslide,Downpour,0.0,11.0
2776,2010-12-01,United States,Tennessee,178874,Rockfall,Downpour,0.0,12.0
2777,2010-12-01,United States,North Carolina,3114,Landslide,Downpour,0.0,12.0
2784,2010-12-05,Colombia,Antioquia,392939,Landslide,Downpour,91.0,12.0
2786,2010-12-07,Trinidad and Tobago,Princes Town,10000,Landslide,Downpour,0.0,12.0
2787,2010-12-07,Trinidad and Tobago,Sangre Grande,15968,Landslide,Downpour,0.0,12.0
2788,2010-12-07,Trinidad and Tobago,Sangre Grande,15968,Landslide,Downpour,0.0,12.0
2794,2010-12-08,Panama,Colón,1310,Landslide,Downpour,0.0,12.0
2795,2010-12-09,Panama,Colón,1274,Mudslide,Downpour,8.0,12.0
2868,2010-12-19,United States,California,4862,Mudslide,Downpour,0.0,12.0
2873,2010-12-20,United States,Nevada,24085,Mudslide,Downpour,0.0,12.0
2874,2010-12-21,United States,California,59518,Rockfall,Downpour,0.0,12.0
2876,2010-12-21,United States,California,10644,Mudslide,Downpour,0.0,12.0
2880,2010-12-22,United States,California,59518,Landslide,Downpour,0.0,12.0
2881,2010-12-22,United States,California,53104,Complex,Downpour,0.0,12.0
2884,2010-12-22,United States,California,44199,Landslide,Downpour,0.0,12.0
2885,2010-12-22,United States,California,4862,Landslide,Downpour,0.0,12.0
2887,2010-12-22,United States,California,53104,Mudslide,Downpour,0.0,12.0
2890,2010-12-22,United States,California,4862,Rockfall,Downpour,0.0,12.0
2893,2010-12-22,United States,California,105328,Mudslide,Downpour,0.0,12.0
2895,2010-12-22,United States,California,23261,Mudslide,Downpour,0.0,12.0
2896,2010-12-22,United States,California,42808,Mudslide,Downpour,0.0,12.0
2897,2010-12-22,United States,California,42808,Mudslide,Downpour,0.0,12.0
2898,2010-12-22,United States,California,23261,Mudslide,Downpour,0.0,12.0
2899,2010-12-23,Colombia,Nariño,6522,Landslide,Downpour,13.0,12.0
2907,2010-12-28,United States,California,57065,Mudslide,Downpour,0.0,12.0
2910,2010-12-28,United States,California,193365,Landslide,Downpour,0.0,12.0
2930,2011-01-02,United States,Ohio,3454,Mudslide,Freeze thaw,0.0,1.0
2948,2011-01-09,Peru,Ancash,0,Mudslide,Downpour,0.0,1.0
2962,2011-01-11,Costa Rica,Limón,19092,Landslide,Downpour,0.0,1.0
3015,2011-01-16,United States,Idaho,485,Mudslide,Downpour,0.0,1.0
3018,2011-01-16,United States,Idaho,145987,Mudslide,Downpour,0.0,1.0
3021,2011-01-16,United States,Idaho,145987,Mudslide,Downpour,0.0,1.0
3043,2011-01-18,United States,Idaho,485,Complex,Freeze thaw,0.0,1.0
3076,2011-01-30,United States,West Virginia,1554,Mudslide,Downpour,0.0,1.0
3090,2011-02-05,United States,North Carolina,1150,Mudslide,Rain,0.0,2.0
3119,2011-02-14,Ecuador,Pichincha,25742,Mudslide,Downpour,0.0,2.0
3120,2011-02-14,Ecuador,Cotopaxi,3778,Mudslide,Downpour,2.0,2.0
3130,2011-02-16,Jamaica,Saint Mary,2046,Landslide,Downpour,0.0,2.0
3131,2011-02-16,Jamaica,Portland,2757,Landslide,Downpour,0.0,2.0
3135,2011-02-18,United States,California,1423,Complex,Downpour,0.0,2.0
3167,2011-03-02,Panama,Los Santos,1283,Landslide,Downpour,0.0,3.0
3168,2011-03-02,Panama,Bocas del Toro,8114,Landslide,Downpour,0.0,3.0
3169,2011-03-02,United States,Pennsylvania,1873,Mudslide,Rain,0.0,3.0
3170,2011-03-03,Colombia,Santander,1669,Mudslide,Downpour,3.0,3.0
3175,2011-03-06,United States,North Carolina,1241,Mudslide,Downpour,0.0,3.0
3176,2011-03-06,United States,Connecticut,9549,Mudslide,Downpour,0.0,3.0
3177,2011-03-07,United States,Connecticut,28142,Mudslide,Downpour,0.0,3.0
3178,2011-03-07,United States,Massachusetts,19753,Mudslide,Rain,0.0,3.0
3180,2011-03-07,Venezuela,Vargas,52564,Mudslide,Downpour,0.0,3.0
3181,2011-03-08,United States,Pennsylvania,1244,Landslide,Downpour,0.0,3.0
3182,2011-03-08,United States,Missouri,35517,Mudslide,Downpour,0.0,3.0
3183,2011-03-08,United States,Kentucky,4456,Mudslide,Downpour,0.0,3.0
3187,2011-03-09,United States,New York,2701,Rockfall,Downpour,0.0,3.0
3188,2011-03-09,United States,West Virginia,1036,Landslide,Downpour,0.0,3.0
3189,2011-03-09,United States,West Virginia,1036,Landslide,Downpour,0.0,3.0
3190,2011-03-10,United States,Pennsylvania,1836,Mudslide,Downpour,0.0,3.0
3195,2011-03-10,United States,Virginia,207627,Mudslide,Downpour,0.0,3.0
3198,2011-03-10,United States,Virginia,2681,Landslide,Downpour,0.0,3.0
3200,2011-03-11,United States,Ohio,4278,Landslide,Downpour,0.0,3.0
3201,2011-03-11,United States,Ohio,1482,Landslide,Downpour,0.0,3.0
3202,2011-03-11,United States,Pennsylvania,1836,Mudslide,Downpour,0.0,3.0
3204,2011-03-12,United States,Ohio,3541,Mudslide,Downpour,0.0,3.0
3210,2011-03-13,United States,Ohio,1482,Landslide,Downpour,0.0,3.0
3227,2011-03-15,United States,Alabama,12548,Landslide,Downpour,0.0,3.0
3231,2011-03-15,United States,Pennsylvania,1171,Landslide,Downpour,0.0,3.0
3243,2011-03-16,United States,Ohio,1592,Landslide,Downpour,0.0,3.0
3244,2011-03-16,United States,Ohio,3541,Mudslide,Downpour,0.0,3.0
3248,2011-03-18,United States,New York,1009,Mudslide,Rain,0.0,3.0
3255,2011-03-20,Colombia,Caldas,35302,Landslide,Downpour,0.0,3.0
3262,2011-03-21,United States,Utah,7775,Mudslide,Downpour,0.0,3.0
3300,2011-03-26,Colombia,Norte de Santander,721398,Mudslide,Downpour,0.0,3.0
3303,2011-03-26,United States,California,9277,Landslide,Downpour,0.0,3.0
3311,2011-03-28,Colombia,Caldas,357814,Landslide,Rain,0.0,3.0
3339,2011-04-05,United States,Tennessee,14807,Mudslide,Rain,0.0,4.0
3340,2011-04-05,United States,West Virginia,2499,Mudslide,Downpour,0.0,4.0
3343,2011-04-06,United States,Pennsylvania,5677,Landslide,Rain,0.0,4.0
3345,2011-04-08,United States,Ohio,20213,Landslide,Rain,0.0,4.0
3346,2011-04-09,United States,West Virginia,1554,Landslide,Downpour,0.0,4.0
3347,2011-04-10,Colombia,Antioquia,1999979,Landslide,Downpour,4.0,4.0
3351,2011-04-10,United States,Pennsylvania,3744,Landslide,Downpour,0.0,4.0
3352,2011-04-11,Colombia,Nariño,7279,Landslide,Downpour,0.0,4.0
3353,2011-04-11,Colombia,Nariño,7279,Mudslide,Downpour,5.0,4.0
3355,2011-04-12,Grenada,Saint Mark,2256,Landslide,Downpour,0.0,4.0
3356,2011-04-12,Grenada,Saint John,3378,Landslide,Downpour,0.0,4.0
3357,2011-04-12,Saint Vincent and the Grenadines,Charlotte,1680,Landslide,Downpour,0.0,4.0
3358,2011-04-12,United States,Kentucky,5955,Landslide,Downpour,0.0,4.0
3359,2011-04-13,Colombia,Caldas,357814,Landslide,Downpour,0.0,4.0
3360,2011-04-13,Colombia,Caldas,35302,Landslide,Downpour,20.0,4.0
3361,2011-04-13,United States,Pennsylvania,305704,Complex,Continuous rain,0.0,4.0
3362,2011-04-13,Colombia,Antioquia,10191,Landslide,Downpour,4.0,4.0
3363,2011-04-14,United States,Pennsylvania,1929,Mudslide,Downpour,0.0,4.0
3364,2011-04-14,United States,Pennsylvania,1171,Landslide,Downpour,0.0,4.0
3365,2011-04-15,Colombia,Santander,1227,Mudslide,Downpour,11.0,4.0
3367,2011-04-16,Colombia,Cundinamarca,1577,Landslide,Downpour,0.0,4.0
3368,2011-04-16,United States,New Jersey,50005,Mudslide,Downpour,0.0,4.0
3369,2011-04-16,United States,Ohio,1372,Mudslide,Downpour,0.0,4.0
3370,2011-04-16,United States,West Virginia,823,Mudslide,Downpour,0.0,4.0
3371,2011-04-16,United States,Ohio,1482,Mudslide,Downpour,0.0,4.0
3372,2011-04-16,United States,Pennsylvania,9299,Mudslide,Downpour,0.0,4.0
3379,2011-04-17,United States,Maryland,6170,Mudslide,Downpour,0.0,4.0
3386,2011-04-21,United States,Kentucky,24757,Landslide,Downpour,0.0,4.0
3387,2011-04-21,United States,Kentucky,5912,Landslide,Downpour,0.0,4.0
3388,2011-04-21,United States,Kentucky,3925,Landslide,Downpour,0.0,4.0
3389,2011-04-21,United States,Kentucky,7489,Mudslide,Downpour,0.0,4.0
3390,2011-04-21,United States,Ohio,5259,Landslide,Downpour,0.0,4.0
3391,2011-04-21,United States,Kentucky,3035,Landslide,Downpour,0.0,4.0
3392,2011-04-21,United States,Kentucky,8477,Landslide,Downpour,0.0,4.0
3393,2011-04-22,Colombia,Antioquia,49169,Landslide,Downpour,2.0,4.0
3398,2011-04-23,Colombia,Antioquia,8603,Landslide,Rain,0.0,4.0
3403,2011-04-24,Ecuador,Morona-Santiago,23687,Landslide,Downpour,7.0,4.0
3404,2011-04-24,United States,West Virginia,4028,Mudslide,Downpour,0.0,4.0
3405,2011-04-24,United States,Ohio,3149,Mudslide,Downpour,0.0,4.0
